target,反应类型,条件,truetarget,CorAns,Position,congruency,AffValue,flankerPic,targetPic,corAnsF,corAnsA,RestPic,returnPractice.thisRepN,returnPractice.thisTrialN,returnPractice.thisN,returnPractice.thisIndex,pracNum.thisRepN,pracNum.thisTrialN,pracNum.thisN,pracNum.thisIndex,NumBlock1.thisRepN,NumBlock1.thisTrialN,NumBlock1.thisN,NumBlock1.thisIndex,NumBlock2.thisRepN,NumBlock2.thisTrialN,NumBlock2.thisN,NumBlock2.thisIndex,returnPrac.thisRepN,returnPrac.thisTrialN,returnPrac.thisN,returnPrac.thisIndex,PracAff.thisRepN,PracAff.thisTrialN,PracAff.thisN,PracAff.thisIndex,AffBlocks.thisRepN,AffBlocks.thisTrialN,AffBlocks.thisN,AffBlocks.thisIndex,AffBlock1.thisRepN,AffBlock1.thisTrialN,AffBlock1.thisN,AffBlock1.thisIndex,respNum2word.keys,respNum2word.corr,respNum2word.rt,blank.started,text.started,blank.stopped,text.stopped,respFlanker.keys,respFlanker.corr,respFlanker.rt,thisWord,respAffWord.keys,respAffWord.corr,respAffWord.rt,姓名,性别,年龄（周岁）,date,expName,psychopyVersion,frameRate,
4E,2,1,4.0,l,"[-0.2, -0.2]",,,,,,,,0,0,0,0,0,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,l,1,1.7024063999997452,,,,,,,,,,,,db,m,22,2024-04-19_17h36.17.087,mian,2022.2.4,60.03413541422578,
5H,2,2,5.0,a,"[0.2, -0.2]",,,,,,,,0,0,0,0,0,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,a,1,1.1343335000128718,,,,,,,,,,,,db,m,22,2024-04-19_17h36.17.087,mian,2022.2.4,60.03413541422578,
9E,1,1,E,a,"[0.2, 0.2]",,,,,,,,0,0,0,0,0,12,12,12,,,,,,,,,,,,,,,,,,,,,,,,,a,1,2.7734753000113415,,,,,,,,,,,,db,m,22,2024-04-19_17h36.17.087,mian,2022.2.4,60.03413541422578,
h9,1,2,h,l,"[-0.2, 0.2]",,,,,,,,0,0,0,0,0,13,13,13,,,,,,,,,,,,,,,,,,,,,,,,,l,1,1.0194061000074726,,,,,,,,,,,,db,m,22,2024-04-19_17h36.17.087,mian,2022.2.4,60.03413541422578,
2a,2,1,2.0,l,"[-0.2, -0.2]",,,,,,,,0,0,0,0,0,14,14,14,,,,,,,,,,,,,,,,,,,,,,,,,l,1,1.9061615000246093,,,,,,,,,,,,db,m,22,2024-04-19_17h36.17.087,mian,2022.2.4,60.03413541422578,
e5,2,2,5.0,a,"[0.2, -0.2]",,,,,,,,0,0,0,0,0,15,15,15,,,,,,,,,,,,,,,,,,,,,,,,,a,1,1.1864053000172134,,,,,,,,,,,,db,m,22,2024-04-19_17h36.17.087,mian,2022.2.4,60.03413541422578,
A5,1,1,A,a,"[0.2, 0.2]",,,,,,,,0,0,0,0,0,16,16,16,,,,,,,,,,,,,,,,,,,,,,,,,a,1,0.8260909000091488,,,,,,,,,,,,db,m,22,2024-04-19_17h36.17.087,mian,2022.2.4,60.03413541422578,
a6,1,2,a,l,"[-0.2, 0.2]",,,,,,,,0,0,0,0,0,17,17,17,,,,,,,,,,,,,,,,,,,,,,,,,l,1,0.5533543000055943,,,,,,,,,,,,db,m,22,2024-04-19_17h36.17.087,mian,2022.2.4,60.03413541422578,
2F,2,1,2.0,l,"[-0.2, -0.2]",,,,,,,,0,0,0,0,0,18,18,18,,,,,,,,,,,,,,,,,,,,,,,,,l,1,2.066732500010403,,,,,,,,,,,,db,m,22,2024-04-19_17h36.17.087,mian,2022.2.4,60.03413541422578,
e4,2,2,4.0,l,"[0.2, -0.2]",,,,,,,,0,0,0,0,0,19,19,19,,,,,,,,,,,,,,,,,,,,,,,,,l,1,0.9959781000070507,,,,,,,,,,,,db,m,22,2024-04-19_17h36.17.087,mian,2022.2.4,60.03413541422578,
,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,db,m,22,2024-04-19_17h36.17.087,mian,2022.2.4,60.03413541422578,
7h,1,1,h,l,"[0.2, 0.2]",,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,l,1,1.396462100019562,,,,,,,,,,,,db,m,22,2024-04-19_17h36.17.087,mian,2022.2.4,60.03413541422578,
8F,1,2,F,a,"[-0.2, 0.2]",,,,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,a,1,0.8933298000047216,,,,,,,,,,,,db,m,22,2024-04-19_17h36.17.087,mian,2022.2.4,60.03413541422578,
8h,2,1,8.0,l,"[-0.2, -0.2]",,,,,,,,,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,l,1,1.2448123000067426,,,,,,,,,,,,db,m,22,2024-04-19_17h36.17.087,mian,2022.2.4,60.03413541422578,
a2,2,2,2.0,l,"[0.2, -0.2]",,,,,,,,,,,,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,l,1,0.6236449000134598,,,,,,,,,,,,db,m,22,2024-04-19_17h36.17.087,mian,2022.2.4,60.03413541422578,
8f,1,1,f,l,"[0.2, 0.2]",,,,,,,,,,,,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,l,1,1.1339074000134133,,,,,,,,,,,,db,m,22,2024-04-19_17h36.17.087,mian,2022.2.4,60.03413541422578,
6a,1,2,a,l,"[-0.2, 0.2]",,,,,,,,,,,,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,,,l,1,0.7521514000109164,,,,,,,,,,,,db,m,22,2024-04-19_17h36.17.087,mian,2022.2.4,60.03413541422578,
h6,2,1,6.0,l,"[-0.2, -0.2]",,,,,,,,,,,,,,,,0,6,6,6,,,,,,,,,,,,,,,,,,,,,l,1,1.2977134000248043,,,,,,,,,,,,db,m,22,2024-04-19_17h36.17.087,mian,2022.2.4,60.03413541422578,
f9,2,2,9.0,a,"[0.2, -0.2]",,,,,,,,,,,,,,,,0,7,7,7,,,,,,,,,,,,,,,,,,,,,a,1,0.8419204000092577,,,,,,,,,,,,db,m,22,2024-04-19_17h36.17.087,mian,2022.2.4,60.03413541422578,
E4,1,1,E,a,"[0.2, 0.2]",,,,,,,,,,,,,,,,0,8,8,8,,,,,,,,,,,,,,,,,,,,,a,1,1.275405900014448,,,,,,,,,,,,db,m,22,2024-04-19_17h36.17.087,mian,2022.2.4,60.03413541422578,
6e,1,2,e,l,"[-0.2, 0.2]",,,,,,,,,,,,,,,,0,9,9,9,,,,,,,,,,,,,,,,,,,,,l,1,0.7761752000224078,,,,,,,,,,,,db,m,22,2024-04-19_17h36.17.087,mian,2022.2.4,60.03413541422578,
5G,2,1,5.0,a,"[-0.2, -0.2]",,,,,,,,,,,,,,,,0,10,10,10,,,,,,,,,,,,,,,,,,,,,a,1,4.33664740002132,,,,,,,,,,,,db,m,22,2024-04-19_17h36.17.087,mian,2022.2.4,60.03413541422578,
h3,2,2,3.0,a,"[0.2, -0.2]",,,,,,,,,,,,,,,,0,11,11,11,,,,,,,,,,,,,,,,,,,,,a,1,0.9612703000166221,,,,,,,,,,,,db,m,22,2024-04-19_17h36.17.087,mian,2022.2.4,60.03413541422578,
9e,1,1,e,l,"[0.2, 0.2]",,,,,,,,,,,,,,,,0,12,12,12,,,,,,,,,,,,,,,,,,,,,l,1,0.8466886000096565,,,,,,,,,,,,db,m,22,2024-04-19_17h36.17.087,mian,2022.2.4,60.03413541422578,
a8,1,2,a,l,"[-0.2, 0.2]",,,,,,,,,,,,,,,,0,13,13,13,,,,,,,,,,,,,,,,,,,,,l,1,0.5602183000009973,,,,,,,,,,,,db,m,22,2024-04-19_17h36.17.087,mian,2022.2.4,60.03413541422578,
e8,2,1,8.0,l,"[-0.2, -0.2]",,,,,,,,,,,,,,,,0,14,14,14,,,,,,,,,,,,,,,,,,,,,l,1,0.5820067000022391,,,,,,,,,,,,db,m,22,2024-04-19_17h36.17.087,mian,2022.2.4,60.03413541422578,
3f,2,2,3.0,a,"[0.2, -0.2]",,,,,,,,,,,,,,,,0,15,15,15,,,,,,,,,,,,,,,,,,,,,a,1,0.737978800010751,,,,,,,,,,,,db,m,22,2024-04-19_17h36.17.087,mian,2022.2.4,60.03413541422578,
7f,1,1,f,l,"[0.2, 0.2]",,,,,,,,,,,,,,,,0,16,16,16,,,,,,,,,,,,,,,,,,,,,l,1,0.8279640000109794,,,,,,,,,,,,db,m,22,2024-04-19_17h36.17.087,mian,2022.2.4,60.03413541422578,
a7,1,2,a,l,"[-0.2, 0.2]",,,,,,,,,,,,,,,,0,17,17,17,,,,,,,,,,,,,,,,,,,,,l,1,0.6626211999973748,,,,,,,,,,,,db,m,22,2024-04-19_17h36.17.087,mian,2022.2.4,60.03413541422578,
5A,2,1,5.0,a,"[-0.2, -0.2]",,,,,,,,,,,,,,,,0,18,18,18,,,,,,,,,,,,,,,,,,,,,a,1,0.6834851000166964,,,,,,,,,,,,db,m,22,2024-04-19_17h36.17.087,mian,2022.2.4,60.03413541422578,
8g,2,2,8.0,l,"[0.2, -0.2]",,,,,,,,,,,,,,,,0,19,19,19,,,,,,,,,,,,,,,,,,,,,l,1,1.6606411000102526,,,,,,,,,,,,db,m,22,2024-04-19_17h36.17.087,mian,2022.2.4,60.03413541422578,
9a,1,1,a,l,"[0.2, 0.2]",,,,,,,,,,,,,,,,0,20,20,20,,,,,,,,,,,,,,,,,,,,,l,1,1.0584713000134798,,,,,,,,,,,,db,m,22,2024-04-19_17h36.17.087,mian,2022.2.4,60.03413541422578,
f7,1,2,f,l,"[-0.2, 0.2]",,,,,,,,,,,,,,,,0,21,21,21,,,,,,,,,,,,,,,,,,,,,l,1,0.5554276000184473,,,,,,,,,,,,db,m,22,2024-04-19_17h36.17.087,mian,2022.2.4,60.03413541422578,
g9,2,1,9.0,a,"[-0.2, -0.2]",,,,,,,,,,,,,,,,0,22,22,22,,,,,,,,,,,,,,,,,,,,,l,0,0.7605442000058247,,,,,,,,,,,,db,m,22,2024-04-19_17h36.17.087,mian,2022.2.4,60.03413541422578,
3h,2,2,3.0,a,"[0.2, -0.2]",,,,,,,,,,,,,,,,0,23,23,23,,,,,,,,,,,,,,,,,,,,,a,1,1.9664982000103919,,,,,,,,,,,,db,m,22,2024-04-19_17h36.17.087,mian,2022.2.4,60.03413541422578,
E6,1,1,E,a,"[0.2, 0.2]",,,,,,,,,,,,,,,,0,24,24,24,,,,,,,,,,,,,,,,,,,,,a,1,1.1835832000069786,,,,,,,,,,,,db,m,22,2024-04-19_17h36.17.087,mian,2022.2.4,60.03413541422578,
F6,1,2,F,a,"[-0.2, 0.2]",,,,,,,,,,,,,,,,0,25,25,25,,,,,,,,,,,,,,,,,,,,,a,1,0.5756842000118922,,,,,,,,,,,,db,m,22,2024-04-19_17h36.17.087,mian,2022.2.4,60.03413541422578,
3A,2,1,3.0,a,"[-0.2, -0.2]",,,,,,,,,,,,,,,,0,26,26,26,,,,,,,,,,,,,,,,,,,,,a,1,2.435830400005216,,,,,,,,,,,,db,m,22,2024-04-19_17h36.17.087,mian,2022.2.4,60.03413541422578,
8H,2,2,8.0,l,"[0.2, -0.2]",,,,,,,,,,,,,,,,0,27,27,27,,,,,,,,,,,,,,,,,,,,,l,1,0.9990558999998029,,,,,,,,,,,,db,m,22,2024-04-19_17h36.17.087,mian,2022.2.4,60.03413541422578,
5a,1,1,a,l,"[0.2, 0.2]",,,,,,,,,,,,,,,,0,28,28,28,,,,,,,,,,,,,,,,,,,,,l,1,0.7911681000114186,,,,,,,,,,,,db,m,22,2024-04-19_17h36.17.087,mian,2022.2.4,60.03413541422578,
2h,1,2,h,l,"[-0.2, 0.2]",,,,,,,,,,,,,,,,0,29,29,29,,,,,,,,,,,,,,,,,,,,,l,1,0.8035959000117145,,,,,,,,,,,,db,m,22,2024-04-19_17h36.17.087,mian,2022.2.4,60.03413541422578,
e5,2,1,5.0,a,"[-0.2, -0.2]",,,,,,,,,,,,,,,,0,30,30,30,,,,,,,,,,,,,,,,,,,,,a,1,0.7582974000106333,,,,,,,,,,,,db,m,22,2024-04-19_17h36.17.087,mian,2022.2.4,60.03413541422578,
a3,2,2,3.0,a,"[0.2, -0.2]",,,,,,,,,,,,,,,,0,31,31,31,,,,,,,,,,,,,,,,,,,,,a,1,1.8117769000091357,,,,,,,,,,,,db,m,22,2024-04-19_17h36.17.087,mian,2022.2.4,60.03413541422578,
f3,1,1,f,l,"[0.2, 0.2]",,,,,,,,,,,,,,,,0,32,32,32,,,,,,,,,,,,,,,,,,,,,l,1,0.988102000017534,,,,,,,,,,,,db,m,22,2024-04-19_17h36.17.087,mian,2022.2.4,60.03413541422578,
2E,1,2,E,a,"[-0.2, 0.2]",,,,,,,,,,,,,,,,0,33,33,33,,,,,,,,,,,,,,,,,,,,,a,1,1.3792282000067644,,,,,,,,,,,,db,m,22,2024-04-19_17h36.17.087,mian,2022.2.4,60.03413541422578,
2H,2,1,2.0,l,"[-0.2, -0.2]",,,,,,,,,,,,,,,,0,34,34,34,,,,,,,,,,,,,,,,,,,,,l,1,3.388489800025127,,,,,,,,,,,,db,m,22,2024-04-19_17h36.17.087,mian,2022.2.4,60.03413541422578,
H8,2,2,8.0,l,"[0.2, -0.2]",,,,,,,,,,,,,,,,0,35,35,35,,,,,,,,,,,,,,,,,,,,,l,1,0.5783801000070525,,,,,,,,,,,,db,m,22,2024-04-19_17h36.17.087,mian,2022.2.4,60.03413541422578,
9g,1,1,g,l,"[0.2, 0.2]",,,,,,,,,,,,,,,,0,36,36,36,,,,,,,,,,,,,,,,,,,,,l,1,1.0987445000064326,,,,,,,,,,,,db,m,22,2024-04-19_17h36.17.087,mian,2022.2.4,60.03413541422578,
5h,1,2,h,l,"[-0.2, 0.2]",,,,,,,,,,,,,,,,0,37,37,37,,,,,,,,,,,,,,,,,,,,,l,1,0.5668115000007674,,,,,,,,,,,,db,m,22,2024-04-19_17h36.17.087,mian,2022.2.4,60.03413541422578,
e4,2,1,4.0,l,"[-0.2, -0.2]",,,,,,,,,,,,,,,,0,38,38,38,,,,,,,,,,,,,,,,,,,,,a,0,0.7673415000172099,,,,,,,,,,,,db,m,22,2024-04-19_17h36.17.087,mian,2022.2.4,60.03413541422578,
9h,2,2,9.0,a,"[0.2, -0.2]",,,,,,,,,,,,,,,,0,39,39,39,,,,,,,,,,,,,,,,,,,,,a,1,0.9243607000098564,,,,,,,,,,,,db,m,22,2024-04-19_17h36.17.087,mian,2022.2.4,60.03413541422578,
G3,1,1,G,a,"[0.2, 0.2]",,,,,,,,,,,,,,,,0,40,40,40,,,,,,,,,,,,,,,,,,,,,a,1,1.0266357000218704,,,,,,,,,,,,db,m,22,2024-04-19_17h36.17.087,mian,2022.2.4,60.03413541422578,
9A,1,2,A,a,"[-0.2, 0.2]",,,,,,,,,,,,,,,,0,41,41,41,,,,,,,,,,,,,,,,,,,,,a,1,0.6008915000129491,,,,,,,,,,,,db,m,22,2024-04-19_17h36.17.087,mian,2022.2.4,60.03413541422578,
H5,2,1,5.0,a,"[-0.2, -0.2]",,,,,,,,,,,,,,,,0,42,42,42,,,,,,,,,,,,,,,,,,,,,a,1,2.4369968000100926,,,,,,,,,,,,db,m,22,2024-04-19_17h36.17.087,mian,2022.2.4,60.03413541422578,
4e,2,2,4.0,l,"[0.2, -0.2]",,,,,,,,,,,,,,,,0,43,43,43,,,,,,,,,,,,,,,,,,,,,l,1,0.5032416000176454,,,,,,,,,,,,db,m,22,2024-04-19_17h36.17.087,mian,2022.2.4,60.03413541422578,
E2,1,1,E,a,"[0.2, 0.2]",,,,,,,,,,,,,,,,0,44,44,44,,,,,,,,,,,,,,,,,,,,,a,1,0.9023041000036756,,,,,,,,,,,,db,m,22,2024-04-19_17h36.17.087,mian,2022.2.4,60.03413541422578,
A5,1,2,A,a,"[-0.2, 0.2]",,,,,,,,,,,,,,,,0,45,45,45,,,,,,,,,,,,,,,,,,,,,a,1,0.766528100008145,,,,,,,,,,,,db,m,22,2024-04-19_17h36.17.087,mian,2022.2.4,60.03413541422578,
2A,2,1,2.0,l,"[-0.2, -0.2]",,,,,,,,,,,,,,,,0,46,46,46,,,,,,,,,,,,,,,,,,,,,l,1,2.4148998000164283,,,,,,,,,,,,db,m,22,2024-04-19_17h36.17.087,mian,2022.2.4,60.03413541422578,
6G,2,2,6.0,l,"[0.2, -0.2]",,,,,,,,,,,,,,,,0,47,47,47,,,,,,,,,,,,,,,,,,,,,l,1,0.45943660000921227,,,,,,,,,,,,db,m,22,2024-04-19_17h36.17.087,mian,2022.2.4,60.03413541422578,
H3,1,1,H,a,"[0.2, 0.2]",,,,,,,,,,,,,,,,0,48,48,48,,,,,,,,,,,,,,,,,,,,,a,1,0.6495151000126498,,,,,,,,,,,,db,m,22,2024-04-19_17h36.17.087,mian,2022.2.4,60.03413541422578,
H2,1,2,H,a,"[-0.2, 0.2]",,,,,,,,,,,,,,,,0,49,49,49,,,,,,,,,,,,,,,,,,,,,a,1,0.5821628000121564,,,,,,,,,,,,db,m,22,2024-04-19_17h36.17.087,mian,2022.2.4,60.03413541422578,
e9,2,1,9.0,a,"[-0.2, -0.2]",,,,,,,,,,,,,,,,0,50,50,50,,,,,,,,,,,,,,,,,,,,,a,1,3.6588237000105437,,,,,,,,,,,,db,m,22,2024-04-19_17h36.17.087,mian,2022.2.4,60.03413541422578,
2G,2,2,2.0,l,"[0.2, -0.2]",,,,,,,,,,,,,,,,0,51,51,51,,,,,,,,,,,,,,,,,,,,,l,1,0.5495929000026081,,,,,,,,,,,,db,m,22,2024-04-19_17h36.17.087,mian,2022.2.4,60.03413541422578,
4f,1,1,f,l,"[0.2, 0.2]",,,,,,,,,,,,,,,,0,52,52,52,,,,,,,,,,,,,,,,,,,,,l,1,0.588013000000501,,,,,,,,,,,,db,m,22,2024-04-19_17h36.17.087,mian,2022.2.4,60.03413541422578,
H6,1,2,H,a,"[-0.2, 0.2]",,,,,,,,,,,,,,,,0,53,53,53,,,,,,,,,,,,,,,,,,,,,a,1,0.6553945000050589,,,,,,,,,,,,db,m,22,2024-04-19_17h36.17.087,mian,2022.2.4,60.03413541422578,
A4,2,1,4.0,l,"[-0.2, -0.2]",,,,,,,,,,,,,,,,0,54,54,54,,,,,,,,,,,,,,,,,,,,,l,1,1.1728959000029135,,,,,,,,,,,,db,m,22,2024-04-19_17h36.17.087,mian,2022.2.4,60.03413541422578,
3F,2,2,3.0,a,"[0.2, -0.2]",,,,,,,,,,,,,,,,0,55,55,55,,,,,,,,,,,,,,,,,,,,,a,1,0.5978125000110595,,,,,,,,,,,,db,m,22,2024-04-19_17h36.17.087,mian,2022.2.4,60.03413541422578,
7e,1,1,e,l,"[0.2, 0.2]",,,,,,,,,,,,,,,,0,56,56,56,,,,,,,,,,,,,,,,,,,,,l,1,0.45312010000634473,,,,,,,,,,,,db,m,22,2024-04-19_17h36.17.087,mian,2022.2.4,60.03413541422578,
F9,1,2,F,a,"[-0.2, 0.2]",,,,,,,,,,,,,,,,0,57,57,57,,,,,,,,,,,,,,,,,,,,,a,1,1.4868025000032503,,,,,,,,,,,,db,m,22,2024-04-19_17h36.17.087,mian,2022.2.4,60.03413541422578,
e2,2,1,2.0,l,"[-0.2, -0.2]",,,,,,,,,,,,,,,,0,58,58,58,,,,,,,,,,,,,,,,,,,,,l,1,3.1792010000062874,,,,,,,,,,,,db,m,22,2024-04-19_17h36.17.087,mian,2022.2.4,60.03413541422578,
5F,2,2,5.0,a,"[0.2, -0.2]",,,,,,,,,,,,,,,,0,59,59,59,,,,,,,,,,,,,,,,,,,,,a,1,0.8725718000059715,,,,,,,,,,,,db,m,22,2024-04-19_17h36.17.087,mian,2022.2.4,60.03413541422578,
f6,1,1,f,l,"[0.2, 0.2]",,,,,,,,,,,,,,,,0,60,60,60,,,,,,,,,,,,,,,,,,,,,l,1,0.5451740000135032,,,,,,,,,,,,db,m,22,2024-04-19_17h36.17.087,mian,2022.2.4,60.03413541422578,
7G,1,2,G,a,"[-0.2, 0.2]",,,,,,,,,,,,,,,,0,61,61,61,,,,,,,,,,,,,,,,,,,,,a,1,0.5790925000037532,,,,,,,,,,,,db,m,22,2024-04-19_17h36.17.087,mian,2022.2.4,60.03413541422578,
e6,2,1,6.0,l,"[-0.2, -0.2]",,,,,,,,,,,,,,,,0,62,62,62,,,,,,,,,,,,,,,,,,,,,l,1,0.6921125000080792,,,,,,,,,,,,db,m,22,2024-04-19_17h36.17.087,mian,2022.2.4,60.03413541422578,
3G,2,2,3.0,a,"[0.2, -0.2]",,,,,,,,,,,,,,,,0,63,63,63,,,,,,,,,,,,,,,,,,,,,a,1,0.6602276000048732,,,,,,,,,,,,db,m,22,2024-04-19_17h36.17.087,mian,2022.2.4,60.03413541422578,
5E,1,1,E,a,"[0.2, 0.2]",,,,,,,,,,,,,,,,0,64,64,64,,,,,,,,,,,,,,,,,,,,,a,1,0.9568393000081414,,,,,,,,,,,,db,m,22,2024-04-19_17h36.17.087,mian,2022.2.4,60.03413541422578,
A6,1,2,A,a,"[-0.2, 0.2]",,,,,,,,,,,,,,,,0,65,65,65,,,,,,,,,,,,,,,,,,,,,a,1,0.6111887000006391,,,,,,,,,,,,db,m,22,2024-04-19_17h36.17.087,mian,2022.2.4,60.03413541422578,
E3,2,1,3.0,a,"[-0.2, -0.2]",,,,,,,,,,,,,,,,0,66,66,66,,,,,,,,,,,,,,,,,,,,,l,0,2.3899695000000065,,,,,,,,,,,,db,m,22,2024-04-19_17h36.17.087,mian,2022.2.4,60.03413541422578,
2f,2,2,2.0,l,"[0.2, -0.2]",,,,,,,,,,,,,,,,0,67,67,67,,,,,,,,,,,,,,,,,,,,,l,1,0.639039200003026,,,,,,,,,,,,db,m,22,2024-04-19_17h36.17.087,mian,2022.2.4,60.03413541422578,
g3,1,1,g,l,"[0.2, 0.2]",,,,,,,,,,,,,,,,0,68,68,68,,,,,,,,,,,,,,,,,,,,,l,1,2.4850860000005923,,,,,,,,,,,,db,m,22,2024-04-19_17h36.17.087,mian,2022.2.4,60.03413541422578,
E8,1,2,E,a,"[-0.2, 0.2]",,,,,,,,,,,,,,,,0,69,69,69,,,,,,,,,,,,,,,,,,,,,a,1,0.6293883000034839,,,,,,,,,,,,db,m,22,2024-04-19_17h36.17.087,mian,2022.2.4,60.03413541422578,
6g,2,1,6.0,l,"[-0.2, -0.2]",,,,,,,,,,,,,,,,0,70,70,70,,,,,,,,,,,,,,,,,,,,,l,1,0.9078098000172758,,,,,,,,,,,,db,m,22,2024-04-19_17h36.17.087,mian,2022.2.4,60.03413541422578,
5H,2,2,5.0,a,"[0.2, -0.2]",,,,,,,,,,,,,,,,0,71,71,71,,,,,,,,,,,,,,,,,,,,,a,1,0.7675708000169834,,,,,,,,,,,,db,m,22,2024-04-19_17h36.17.087,mian,2022.2.4,60.03413541422578,
4A,1,1,A,a,"[0.2, 0.2]",,,,,,,,,,,,,,,,0,72,72,72,,,,,,,,,,,,,,,,,,,,,a,1,0.9759725000039907,,,,,,,,,,,,db,m,22,2024-04-19_17h36.17.087,mian,2022.2.4,60.03413541422578,
7F,1,2,F,a,"[-0.2, 0.2]",,,,,,,,,,,,,,,,0,73,73,73,,,,,,,,,,,,,,,,,,,,,a,1,0.8732519000186585,,,,,,,,,,,,db,m,22,2024-04-19_17h36.17.087,mian,2022.2.4,60.03413541422578,
6H,2,1,6.0,l,"[-0.2, -0.2]",,,,,,,,,,,,,,,,0,74,74,74,,,,,,,,,,,,,,,,,,,,,l,1,1.525163700018311,,,,,,,,,,,,db,m,22,2024-04-19_17h36.17.087,mian,2022.2.4,60.03413541422578,
3a,2,2,3.0,a,"[0.2, -0.2]",,,,,,,,,,,,,,,,0,75,75,75,,,,,,,,,,,,,,,,,,,,,a,1,0.6126107000018237,,,,,,,,,,,,db,m,22,2024-04-19_17h36.17.087,mian,2022.2.4,60.03413541422578,
